a,b,theta,E,E_p1,E_p2,E_t,machine_type,status,file_name
7.3,6.8,39,-61.1957742,-3.249450093,-1.427843784,-12.96029661,3,Done,pentacene_theta=39_a=7.3_b=6.8_cx=0_cy=0_cz=0.log
7.3,6.9,39,-60.81118587,-3.003118532,-1.427843784,-12.98731531,3,Done,pentacene_theta=39_a=7.3_b=6.9_cx=0_cy=0_cz=0.log
7.3,7,39,-60.20025719,-2.778472463,-1.427843784,-12.94690617,3,Done,pentacene_theta=39_a=7.3_b=7.0_cx=0_cy=0_cz=0.log
4.2,10.7,38,-55.89297459,-0.276341599,-11.84291026,-7.913617716,3,Done,pentacene_theta=38_a=4.2_b=10.7_cx=0_cy=0_cz=0.log
4.2,10.8,38,-55.69161165,-0.262670666,-11.84291026,-7.870112448,3,Done,pentacene_theta=38_a=4.2_b=10.8_cx=0_cy=0_cz=0.log
4.2,10.9,38,-55.28432754,-0.249804201,-11.84291026,-7.774724653,3,Done,pentacene_theta=38_a=4.2_b=10.9_cx=0_cy=0_cz=0.log
4.3,10.7,38,-57.03791176,-0.276341599,-12.13060728,-8.0560035,3,Done,pentacene_theta=38_a=4.3_b=10.7_cx=0_cy=0_cz=0.log
4.4,10.7,38,-57.16892706,-0.276341599,-11.99159687,-8.15826253,3,Done,pentacene_theta=38_a=4.4_b=10.7_cx=0_cy=0_cz=0.log
7.1,6.7,36,-62.18378116,-3.963823793,-1.459179123,-12.83444383,3,Done,pentacene_theta=36_a=7.1_b=6.7_cx=0_cy=0_cz=0.log
7.2,6.7,36,-62.73333183,-3.963823793,-1.358630686,-13.02210572,3,Done,pentacene_theta=36_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.7,36,-62.8294262,-3.963823793,-1.266696706,-13.0920963,3,Done,pentacene_theta=36_a=7.3_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.8,36,-62.22826409,-3.6486456,-1.266696706,-13.09939487,3,Done,pentacene_theta=36_a=7.3_b=6.8_cx=0_cy=0_cz=0.log
7.3,6.9,36,-61.43884898,-3.359244263,-1.266696706,-13.04674176,3,Done,pentacene_theta=36_a=7.3_b=6.9_cx=0_cy=0_cz=0.log
9.3,4.9,39,-62.27466218,-11.08545486,-0.406030345,-9.822922941,3,Done,pentacene_theta=39_a=9.3_b=4.9_cx=0_cy=0_cz=0.log
9.3,5,39,-62.77061596,-11.17248673,-0.406030345,-9.90339545,3,Done,pentacene_theta=39_a=9.3_b=5.0_cx=0_cy=0_cz=0.log
9.3,5.1,39,-62.59680071,-10.99483112,-0.406030345,-9.948769444,3,Done,pentacene_theta=39_a=9.3_b=5.1_cx=0_cy=0_cz=0.log
7.1,6.7,37,-61.43584948,-3.810746493,-1.519715013,-12.69373162,3,Done,pentacene_theta=37_a=7.1_b=6.7_cx=0_cy=0_cz=0.log
7.2,6.7,37,-62.12115064,-3.810746493,-1.414189167,-12.91781983,3,Done,pentacene_theta=37_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.7,37,-62.34412754,-3.810746493,-1.318923108,-13.02119708,3,Done,pentacene_theta=37_a=7.3_b=6.7_cx=0_cy=0_cz=0.log
7.2,6.7,38,-61.49365821,-3.662395599,-1.472302868,-12.80606532,3,Done,pentacene_theta=38_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.7,38,-61.83142175,-3.662395599,-1.372507442,-12.94040392,3,Done,pentacene_theta=38_a=7.3_b=6.7_cx=0_cy=0_cz=0.log
7.4,6.7,38,-61.78072647,-3.662395599,-1.28106794,-12.97344985,3,Done,pentacene_theta=38_a=7.4_b=6.7_cx=0_cy=0_cz=0.log
7.4,6.8,38,-61.2554002,-3.376985226,-1.28106794,-12.98482347,3,Done,pentacene_theta=38_a=7.4_b=6.8_cx=0_cy=0_cz=0.log
7.4,6.9,38,-60.52688117,-3.117516116,-1.28106794,-12.93242826,3,Done,pentacene_theta=38_a=7.4_b=6.9_cx=0_cy=0_cz=0.log
4.3,10.7,39,-56.55507419,-0.272776087,-11.92900526,-8.037877874,3,Done,pentacene_theta=39_a=4.3_b=10.7_cx=0_cy=0_cz=0.log
4.4,10.7,39,-56.93829204,-0.272776087,-11.9694784,-8.113445766,3,Done,pentacene_theta=39_a=4.4_b=10.7_cx=0_cy=0_cz=0.log
4.5,10.7,39,-56.53434879,-0.272776087,-11.68063053,-8.156883891,3,Done,pentacene_theta=39_a=4.5_b=10.7_cx=0_cy=0_cz=0.log
7.2,6.7,39,-60.86486056,-3.519634564,-1.532094531,-12.69035059,3,Done,pentacene_theta=39_a=7.2_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.7,39,-61.30608794,-3.519634564,-1.427843784,-12.85278281,3,Done,pentacene_theta=39_a=7.3_b=6.7_cx=0_cy=0_cz=0.log
7.4,6.7,39,-61.35365069,-3.519634564,-1.332914071,-12.91213836,3,Done,pentacene_theta=39_a=7.4_b=6.7_cx=0_cy=0_cz=0.log
7.4,6.8,39,-60.97646196,-3.249450093,-1.332914071,-12.95293341,3,Done,pentacene_theta=39_a=7.4_b=6.8_cx=0_cy=0_cz=0.log
7.4,6.9,39,-60.36611812,-3.003118532,-1.332914071,-12.92351323,3,Done,pentacene_theta=39_a=7.4_b=6.9_cx=0_cy=0_cz=0.log
8.8,5.1,36,-65.32254226,-10.9783433,-0.476479638,-10.6032241,3,Done,pentacene_theta=36_a=8.8_b=5.1_cx=0_cy=0_cz=0.log
8.8,5.2,36,-65.91500708,-11.02595123,-0.476479638,-10.72753634,3,Done,pentacene_theta=36_a=8.8_b=5.2_cx=0_cy=0_cz=0.log
8.8,5.3,36,-65.82811828,-10.8216735,-0.476479638,-10.807953,3,Done,pentacene_theta=36_a=8.8_b=5.3_cx=0_cy=0_cz=0.log
4.2,10.9,36,-56.6524035,-0.254181711,-12.42698214,-7.822518952,3,Done,pentacene_theta=36_a=4.2_b=10.9_cx=0_cy=0_cz=0.log
4.3,10.9,36,-56.86377899,-0.254181711,-12.30523265,-7.936237569,3,Done,pentacene_theta=36_a=4.3_b=10.9_cx=0_cy=0_cz=0.log
4.4,10.9,36,-56.33306868,-0.254181711,-11.88934663,-8.011503001,3,Done,pentacene_theta=36_a=4.4_b=10.9_cx=0_cy=0_cz=0.log
4.4,11,36,-55.70232575,-0.241652846,-11.88934663,-7.860081701,3,Done,pentacene_theta=36_a=4.4_b=11.0_cx=0_cy=0_cz=0.log
4.4,11.1,36,-54.9407244,-0.229860678,-11.88934663,-7.675577446,3,Done,pentacene_theta=36_a=4.4_b=11.1_cx=0_cy=0_cz=0.log
8.8,5.1,37,-65.18293132,-11.08982421,-0.497909105,-10.50186617,3,Done,pentacene_theta=37_a=8.8_b=5.1_cx=0_cy=0_cz=0.log
8.8,5.2,37,-65.6168457,-10.96595688,-0.497909105,-10.67227843,3,Done,pentacene_theta=37_a=8.8_b=5.2_cx=0_cy=0_cz=0.log
8.8,5.3,37,-65.46469461,-10.64759721,-0.497909105,-10.79342049,3,Done,pentacene_theta=37_a=8.8_b=5.3_cx=0_cy=0_cz=0.log
4.2,10.8,37,-56.3812238,-0.265387784,-12.18459134,-7.870316389,3,Done,pentacene_theta=37_a=4.2_b=10.8_cx=0_cy=0_cz=0.log
4.3,10.8,37,-57.02758671,-0.265387784,-12.25155795,-7.99842381,3,Done,pentacene_theta=37_a=4.3_b=10.8_cx=0_cy=0_cz=0.log
4.4,10.8,37,-56.80276243,-0.265387784,-11.96162825,-8.08718259,3,Done,pentacene_theta=37_a=4.4_b=10.8_cx=0_cy=0_cz=0.log
9,5,38,-63.94866182,-11.11362316,-0.462118444,-10.19929465,3,Done,pentacene_theta=38_a=9.0_b=5.0_cx=0_cy=0_cz=0.log
9,5.1,38,-64.48399437,-11.08488508,-0.462118444,-10.34749683,3,Done,pentacene_theta=38_a=9.0_b=5.1_cx=0_cy=0_cz=0.log
9,5.2,38,-64.38841204,-10.82992777,-0.462118444,-10.4510799,3,Done,pentacene_theta=38_a=9.0_b=5.2_cx=0_cy=0_cz=0.log
4.3,10.6,38,-57.20478926,-0.290881005,-12.13060728,-8.090453172,3,Done,pentacene_theta=38_a=4.3_b=10.6_cx=0_cy=0_cz=0.log
4.4,10.6,38,-57.51572423,-0.290881005,-11.99159687,-8.237692118,3,Done,pentacene_theta=38_a=4.4_b=10.6_cx=0_cy=0_cz=0.log
4.5,10.6,38,-57.12475789,-0.290881005,-11.58574976,-8.34287409,3,Done,pentacene_theta=38_a=4.5_b=10.6_cx=0_cy=0_cz=0.log
4.5,10.7,38,-56.62008423,-0.276341599,-11.58574976,-8.223975377,3,Done,pentacene_theta=38_a=4.5_b=10.7_cx=0_cy=0_cz=0.log
7.2,6.6,36,-62.80874096,-4.306357656,-1.358630686,-12.86969107,3,Done,pentacene_theta=36_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.6,36,-63.1997324,-4.306357656,-1.266696706,-13.01340592,3,Done,pentacene_theta=36_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.6,36,-63.17586945,-4.306357656,-1.180941189,-13.05031794,3,Done,pentacene_theta=36_a=7.4_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.7,36,-62.55489559,-3.963823793,-1.180941189,-13.06634141,3,Done,pentacene_theta=36_a=7.4_b=6.7_cx=0_cy=0_cz=0.log
7.4,6.8,36,-61.74162255,-3.6486456,-1.180941189,-13.02061224,3,Done,pentacene_theta=36_a=7.4_b=6.8_cx=0_cy=0_cz=0.log
7.2,6.6,37,-61.98005125,-4.136622476,-1.414189167,-12.71960699,3,Done,pentacene_theta=37_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.6,37,-62.5197726,-4.136622476,-1.318923108,-12.90217036,3,Done,pentacene_theta=37_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.6,37,-62.63239559,-4.136622476,-1.230284811,-12.97464525,3,Done,pentacene_theta=37_a=7.4_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.7,37,-62.18494582,-3.810746493,-1.230284811,-13.0257208,3,Done,pentacene_theta=37_a=7.4_b=6.7_cx=0_cy=0_cz=0.log
7.4,6.8,37,-61.51327669,-3.510234464,-1.230284811,-13.00805953,3,Done,pentacene_theta=37_a=7.4_b=6.8_cx=0_cy=0_cz=0.log
7.2,6.6,38,-61.13820894,-3.973538902,-1.472302868,-12.56163135,3,Done,pentacene_theta=38_a=7.2_b=6.6_cx=0_cy=0_cz=0.log
7.3,6.6,38,-61.81326914,-3.973538902,-1.372507442,-12.78029411,3,Done,pentacene_theta=38_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.6,38,-62.05435597,-3.973538902,-1.28106794,-12.88628557,3,Done,pentacene_theta=38_a=7.4_b=6.6_cx=0_cy=0_cz=0.log
9.2,4.9,39,-62.62600252,-11.08545486,-0.429528085,-9.899009156,3,Done,pentacene_theta=39_a=9.2_b=4.9_cx=0_cy=0_cz=0.log
9.2,5,39,-63.30863049,-11.17248673,-0.429528085,-10.02615021,3,Done,pentacene_theta=39_a=9.2_b=5.0_cx=0_cy=0_cz=0.log
9.2,5.1,39,-63.30060338,-10.99483112,-0.429528085,-10.11297124,3,Done,pentacene_theta=39_a=9.2_b=5.1_cx=0_cy=0_cz=0.log
7.3,6.6,39,-61.09348505,-3.815904625,-1.427843784,-12.65149706,3,Done,pentacene_theta=39_a=7.3_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.6,39,-61.45140922,-3.815904625,-1.332914071,-12.78844296,3,Done,pentacene_theta=39_a=7.4_b=6.6_cx=0_cy=0_cz=0.log
7.5,6.6,39,-61.44221494,-3.815904625,-1.244523013,-12.83033992,3,Done,pentacene_theta=39_a=7.5_b=6.6_cx=0_cy=0_cz=0.log
7.5,6.7,39,-61.07654228,-3.519634564,-1.244523013,-12.88705678,3,Done,pentacene_theta=39_a=7.5_b=6.7_cx=0_cy=0_cz=0.log
7.5,6.8,39,-60.47295296,-3.249450093,-1.244523013,-12.87125169,3,Done,pentacene_theta=39_a=7.5_b=6.8_cx=0_cy=0_cz=0.log
4.3,10.6,39,-56.87049837,-0.287010524,-11.92900526,-8.1096167,3,Done,pentacene_theta=39_a=4.3_b=10.6_cx=0_cy=0_cz=0.log
4.4,10.6,39,-57.41436881,-0.287010524,-11.9694784,-8.225347742,3,Done,pentacene_theta=39_a=4.4_b=10.6_cx=0_cy=0_cz=0.log
4.5,10.6,39,-57.15038289,-0.287010524,-11.68063053,-8.303775197,3,Done,pentacene_theta=39_a=4.5_b=10.6_cx=0_cy=0_cz=0.log
8.7,5.1,36,-65.45389767,-10.9783433,-0.505917387,-10.62134407,3,Done,pentacene_theta=36_a=8.7_b=5.1_cx=0_cy=0_cz=0.log
8.7,5.2,36,-66.27847844,-11.02595123,-0.505917387,-10.8036853,3,Done,pentacene_theta=36_a=8.7_b=5.2_cx=0_cy=0_cz=0.log
8.7,5.3,36,-66.39858511,-10.8216735,-0.505917387,-10.93585083,3,Done,pentacene_theta=36_a=8.7_b=5.3_cx=0_cy=0_cz=0.log
4.2,10.8,36,-56.77719014,-0.267506258,-12.42698214,-7.847053338,3,Done,pentacene_theta=36_a=4.2_b=10.8_cx=0_cy=0_cz=0.log
4.3,10.8,36,-57.17395969,-0.267506258,-12.30523265,-8.007120471,3,Done,pentacene_theta=36_a=4.3_b=10.8_cx=0_cy=0_cz=0.log
4.4,10.8,36,-56.80588241,-0.267506258,-11.88934663,-8.123044159,3,Done,pentacene_theta=36_a=4.4_b=10.8_cx=0_cy=0_cz=0.log
8.7,5.1,37,-65.04248203,-11.08982421,-0.528626974,-10.45139491,3,Done,pentacene_theta=37_a=8.7_b=5.1_cx=0_cy=0_cz=0.log
8.7,5.2,37,-65.73946115,-10.96595688,-0.528626974,-10.68757336,3,Done,pentacene_theta=37_a=8.7_b=5.2_cx=0_cy=0_cz=0.log
8.7,5.3,37,-65.82347972,-10.64759721,-0.528626974,-10.86775784,3,Done,pentacene_theta=37_a=8.7_b=5.3_cx=0_cy=0_cz=0.log
8.9,5,38,-63.92209556,-11.11362316,-0.489826776,-10.17879892,3,Done,pentacene_theta=38_a=8.9_b=5.0_cx=0_cy=0_cz=0.log
8.9,5.1,38,-64.69851243,-11.08488508,-0.489826776,-10.38727218,3,Done,pentacene_theta=38_a=8.9_b=5.1_cx=0_cy=0_cz=0.log
8.9,5.2,38,-64.8193081,-10.82992777,-0.489826776,-10.54494975,3,Done,pentacene_theta=38_a=8.9_b=5.2_cx=0_cy=0_cz=0.log
4.2,10.7,37,-56.42625141,-0.279322271,-12.18459134,-7.874606047,3,Done,pentacene_theta=37_a=4.2_b=10.7_cx=0_cy=0_cz=0.log
4.3,10.7,37,-57.26671571,-0.279322271,-12.25155795,-8.051238817,3,Done,pentacene_theta=37_a=4.3_b=10.7_cx=0_cy=0_cz=0.log
4.4,10.7,37,-57.21324182,-0.279322271,-11.96162825,-8.182835194,3,Done,pentacene_theta=37_a=4.4_b=10.7_cx=0_cy=0_cz=0.log
4.3,10.5,38,-57.1317471,-0.306355402,-12.13060728,-8.064455433,3,Done,pentacene_theta=38_a=4.3_b=10.5_cx=0_cy=0_cz=0.log
4.4,10.5,38,-57.65115093,-0.306355402,-11.99159687,-8.263811595,3,Done,pentacene_theta=38_a=4.4_b=10.5_cx=0_cy=0_cz=0.log
4.5,10.5,38,-57.44510426,-0.306355402,-11.58574976,-8.415223483,3,Done,pentacene_theta=38_a=4.5_b=10.5_cx=0_cy=0_cz=0.log
7.2,6.5,36,-62.57747089,-4.682991668,-1.358630686,-12.62355655,3,Done,pentacene_theta=36_a=7.2_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.5,36,-63.30591462,-4.682991668,-1.266696706,-12.85163447,3,Done,pentacene_theta=36_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.5,36,-63.57378358,-4.682991668,-1.180941189,-12.96147947,3,Done,pentacene_theta=36_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.5,37,-62.3898931,-4.491722855,-1.318923108,-12.69215029,3,Done,pentacene_theta=37_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.5,37,-62.81665261,-4.491722855,-1.230284811,-12.84315932,3,Done,pentacene_theta=37_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.5,6.5,37,-62.85177309,-4.491722855,-1.14770575,-12.89322897,3,Done,pentacene_theta=37_a=7.5_b=6.5_cx=0_cy=0_cz=0.log
7.5,6.6,37,-62.39619581,-4.136622476,-1.14770575,-12.95688484,3,Done,pentacene_theta=37_a=7.5_b=6.6_cx=0_cy=0_cz=0.log
7.5,6.7,37,-61.7181085,-3.810746493,-1.14770575,-12.950301,3,Done,pentacene_theta=37_a=7.5_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.5,38,-61.4505784,-4.310352385,-1.372507442,-12.52121469,3,Done,pentacene_theta=38_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.5,38,-62.02716972,-4.310352385,-1.28106794,-12.71108227,3,Done,pentacene_theta=38_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.5,6.5,38,-62.20004622,-4.310352385,-1.19542412,-12.7971233,3,Done,pentacene_theta=38_a=7.5_b=6.5_cx=0_cy=0_cz=0.log
7.5,6.6,38,-61.93515166,-3.973538902,-1.19542412,-12.8993064,3,Done,pentacene_theta=38_a=7.5_b=6.6_cx=0_cy=0_cz=0.log
7.5,6.7,38,-61.41167027,-3.662395599,-1.19542412,-12.92400771,3,Done,pentacene_theta=38_a=7.5_b=6.7_cx=0_cy=0_cz=0.log
7.3,6.5,39,-60.50352022,-4.137393059,-1.427843784,-12.34326163,3,Done,pentacene_theta=39_a=7.3_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.5,39,-61.2168259,-4.137393059,-1.332914071,-12.56905291,3,Done,pentacene_theta=39_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.5,6.5,39,-61.51924556,-4.137393059,-1.244523013,-12.68885335,3,Done,pentacene_theta=39_a=7.5_b=6.5_cx=0_cy=0_cz=0.log
9.1,4.9,39,-62.70926807,-11.08545486,-0.45466488,-9.907257147,3,Done,pentacene_theta=39_a=9.1_b=4.9_cx=0_cy=0_cz=0.log
9.1,5,39,-63.61185838,-11.17248673,-0.45466488,-10.08938879,3,Done,pentacene_theta=39_a=9.1_b=5.0_cx=0_cy=0_cz=0.log
9.1,5.1,39,-63.80121831,-10.99483112,-0.45466488,-10.22555657,3,Done,pentacene_theta=39_a=9.1_b=5.1_cx=0_cy=0_cz=0.log
4.3,10.5,39,-56.96411282,-0.302148575,-11.92900526,-8.125451287,3,Done,pentacene_theta=39_a=4.3_b=10.5_cx=0_cy=0_cz=0.log
4.4,10.5,39,-57.69630655,-0.302148575,-11.9694784,-8.288263149,3,Done,pentacene_theta=39_a=4.4_b=10.5_cx=0_cy=0_cz=0.log
4.5,10.5,39,-57.59846017,-0.302148575,-11.68063053,-8.408225491,3,Done,pentacene_theta=39_a=4.5_b=10.5_cx=0_cy=0_cz=0.log
8.6,5.2,36,-66.35572994,-11.02595123,-0.537636763,-10.80713849,3,Done,pentacene_theta=36_a=8.6_b=5.2_cx=0_cy=0_cz=0.log
8.6,5.3,36,-66.71996059,-10.8216735,-0.537636763,-11.00033501,3,Done,pentacene_theta=36_a=8.6_b=5.3_cx=0_cy=0_cz=0.log
8.6,5.4,36,-66.52761748,-10.44743846,-0.537636763,-11.13936676,3,Done,pentacene_theta=36_a=8.6_b=5.4_cx=0_cy=0_cz=0.log
8.7,5.4,36,-65.988988,-10.44743846,-0.505917387,-11.02056907,3,Done,pentacene_theta=36_a=8.7_b=5.4_cx=0_cy=0_cz=0.log
8.8,5.4,36,-65.23629728,-10.44743846,-0.476479638,-10.84711527,3,Done,pentacene_theta=36_a=8.8_b=5.4_cx=0_cy=0_cz=0.log
4.2,10.7,36,-56.66147479,-0.281679199,-12.42698214,-7.811038029,3,Done,pentacene_theta=36_a=4.2_b=10.7_cx=0_cy=0_cz=0.log
4.3,10.7,36,-57.27178348,-0.281679199,-12.30523265,-8.024489948,3,Done,pentacene_theta=36_a=4.3_b=10.7_cx=0_cy=0_cz=0.log
4.4,10.7,36,-57.09332717,-0.281679199,-11.88934663,-8.187818879,3,Done,pentacene_theta=36_a=4.4_b=10.7_cx=0_cy=0_cz=0.log
8.6,5.2,37,-65.54447372,-10.96595688,-0.561701771,-10.6222891,3,Done,pentacene_theta=37_a=8.6_b=5.2_cx=0_cy=0_cz=0.log
8.6,5.3,37,-65.90441094,-10.64759721,-0.561701771,-10.87145324,3,Done,pentacene_theta=37_a=8.6_b=5.3_cx=0_cy=0_cz=0.log
8.6,5.4,37,-65.76476989,-10.20001566,-0.561701771,-11.06033375,3,Done,pentacene_theta=37_a=8.6_b=5.4_cx=0_cy=0_cz=0.log
8.7,5.4,37,-65.43673025,-10.20001566,-0.528626974,-10.99486124,3,Done,pentacene_theta=37_a=8.7_b=5.4_cx=0_cy=0_cz=0.log
8.8,5.4,37,-64.86824133,-10.20001566,-0.497909105,-10.86809795,3,Done,pentacene_theta=37_a=8.8_b=5.4_cx=0_cy=0_cz=0.log
8.8,5.1,38,-64.61502097,-11.08488508,-0.519604635,-10.35151038,3,Done,pentacene_theta=38_a=8.8_b=5.1_cx=0_cy=0_cz=0.log
8.8,5.2,38,-64.98981763,-10.82992777,-0.519604635,-10.5726882,3,Done,pentacene_theta=38_a=8.8_b=5.2_cx=0_cy=0_cz=0.log
8.8,5.3,38,-64.84702647,-10.42582514,-0.519604635,-10.73904173,3,Done,pentacene_theta=38_a=8.8_b=5.3_cx=0_cy=0_cz=0.log
8.9,5.3,38,-64.44907218,-10.42582514,-0.489826776,-10.65444209,3,Done,pentacene_theta=38_a=8.9_b=5.3_cx=0_cy=0_cz=0.log
9,5.3,38,-63.82598989,-10.42582514,-0.462118444,-10.51252568,3,Done,pentacene_theta=38_a=9.0_b=5.3_cx=0_cy=0_cz=0.log
4.2,10.6,37,-56.21639951,-0.294146568,-12.18459134,-7.814730925,3,Done,pentacene_theta=37_a=4.2_b=10.6_cx=0_cy=0_cz=0.log
4.3,10.6,37,-57.27994864,-0.294146568,-12.25155795,-8.047134902,3,Done,pentacene_theta=37_a=4.3_b=10.6_cx=0_cy=0_cz=0.log
4.4,10.6,37,-57.42552845,-0.294146568,-11.96162825,-8.228494704,3,Done,pentacene_theta=37_a=4.4_b=10.6_cx=0_cy=0_cz=0.log
4.3,10.4,38,-56.78593387,-0.32282754,-12.13060728,-7.969766056,3,Done,pentacene_theta=38_a=4.3_b=10.4_cx=0_cy=0_cz=0.log
4.4,10.4,38,-57.54440144,-0.32282754,-11.99159687,-8.228888153,3,Done,pentacene_theta=38_a=4.4_b=10.4_cx=0_cy=0_cz=0.log
4.5,10.4,38,-57.55214491,-0.32282754,-11.58574976,-8.433747578,3,Done,pentacene_theta=38_a=4.5_b=10.4_cx=0_cy=0_cz=0.log
7.3,6.4,36,-63.1080306,-5.097110617,-1.266696706,-12.59510399,3,Done,pentacene_theta=36_a=7.3_b=6.4_cx=0_cy=0_cz=0.log
7.4,6.4,36,-63.71045024,-5.097110617,-1.180941189,-12.78858666,3,Done,pentacene_theta=36_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.4,36,-63.89277453,-5.097110617,-1.101715542,-12.87378055,3,Done,pentacene_theta=36_a=7.5_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.5,36,-63.46528961,-4.682991668,-1.101715542,-12.9739688,3,Done,pentacene_theta=36_a=7.5_b=6.5_cx=0_cy=0_cz=0.log
7.5,6.6,36,-62.81792771,-4.306357656,-1.101715542,-13.00044533,3,Done,pentacene_theta=36_a=7.5_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.4,37,-62.7069488,-4.883986886,-1.230284811,-12.61960135,3,Done,pentacene_theta=37_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.4,37,-63.0560803,-4.883986886,-1.14770575,-12.74817376,3,Done,pentacene_theta=37_a=7.5_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.4,37,-63.04550048,-4.883986886,-1.071810925,-12.78347622,3,Done,pentacene_theta=37_a=7.6_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.5,37,-62.56860292,-4.491722855,-1.071810925,-12.86038384,3,Done,pentacene_theta=37_a=7.6_b=6.5_cx=0_cy=0_cz=0.log
7.6,6.6,37,-61.88129875,-4.136622476,-1.071810925,-12.86610799,3,Done,pentacene_theta=37_a=7.6_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.4,38,-61.6648831,-4.679963305,-1.28106794,-12.43570515,3,Done,pentacene_theta=38_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.4,38,-62.17373347,-4.679963305,-1.19542412,-12.60573966,3,Done,pentacene_theta=38_a=7.5_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.4,38,-62.30956178,-4.679963305,-1.116055401,-12.67938109,3,Done,pentacene_theta=38_a=7.6_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.5,38,-62.04160497,-4.310352385,-1.116055401,-12.79719735,3,Done,pentacene_theta=38_a=7.6_b=6.5_cx=0_cy=0_cz=0.log
7.6,6.6,38,-61.52498351,-3.973538902,-1.116055401,-12.83644873,3,Done,pentacene_theta=38_a=7.6_b=6.6_cx=0_cy=0_cz=0.log
7.4,6.4,39,-60.60490827,-4.486734151,-1.332914071,-12.24140296,3,Done,pentacene_theta=39_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.4,39,-61.26400461,-4.486734151,-1.244523013,-12.45037257,3,Done,pentacene_theta=39_a=7.5_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.4,39,-61.53916273,-4.486734151,-1.161874926,-12.56048614,3,Done,pentacene_theta=39_a=7.6_b=6.4_cx=0_cy=0_cz=0.log
7.6,6.5,39,-61.47984546,-4.137393059,-1.161874926,-12.72032737,3,Done,pentacene_theta=39_a=7.6_b=6.5_cx=0_cy=0_cz=0.log
7.6,6.6,39,-61.13209448,-3.815904625,-1.161874926,-12.79413384,3,Done,pentacene_theta=39_a=7.6_b=6.6_cx=0_cy=0_cz=0.log
9,5,39,-63.6382389,-11.17248673,-0.481586315,-10.0825232,3,Done,pentacene_theta=39_a=9.0_b=5.0_cx=0_cy=0_cz=0.log
9,5.1,39,-64.05975996,-10.99483112,-0.481586315,-10.27673127,3,Done,pentacene_theta=39_a=9.0_b=5.1_cx=0_cy=0_cz=0.log
9,5.2,39,-63.92825645,-10.64005203,-0.481586315,-10.42124494,3,Done,pentacene_theta=39_a=9.0_b=5.2_cx=0_cy=0_cz=0.log
9.1,5.2,39,-63.46165005,-10.64005203,-0.45466488,-10.31805406,3,Done,pentacene_theta=39_a=9.1_b=5.2_cx=0_cy=0_cz=0.log
9.2,5.2,39,-62.78593223,-10.64005203,-0.429528085,-10.161693,3,Done,pentacene_theta=39_a=9.2_b=5.2_cx=0_cy=0_cz=0.log
4.3,10.4,39,-56.80333723,-0.318259267,-11.92900526,-8.077202043,3,Done,pentacene_theta=39_a=4.3_b=10.4_cx=0_cy=0_cz=0.log
4.4,10.4,39,-57.75335223,-0.318259267,-11.9694784,-8.294469223,3,Done,pentacene_theta=39_a=4.4_b=10.4_cx=0_cy=0_cz=0.log
4.5,10.4,39,-57.84960724,-0.318259267,-11.68063053,-8.462956913,3,Done,pentacene_theta=39_a=4.5_b=10.4_cx=0_cy=0_cz=0.log
8.5,5.2,36,-66.10050531,-11.02595123,-0.571780209,-10.72626061,3,Done,pentacene_theta=36_a=8.5_b=5.2_cx=0_cy=0_cz=0.log
