a,b,theta,E,E_p1,E_p2,E_t,machine_type,status,file_name
8.3,5.6,32,-68.98841928,-10.42626941,-0.539285859,-11.76432718,3,Done,pentacene_theta=32_a=8.3_b=5.6_cx=0_cy=0_cz=0.log
8.5,5.2,34,-66.94619551,-10.78729851,-0.522102125,-11.08184856,3,Done,pentacene_theta=34_a=8.5_b=5.2_cx=0_cy=0_cz=0.log
8.5,5.3,34,-67.85189952,-10.9359688,-0.522102125,-11.23393942,3,Done,pentacene_theta=34_a=8.5_b=5.3_cx=0_cy=0_cz=0.log
8.5,5.4,34,-67.98077376,-10.79495664,-0.522102125,-11.33666406,3,Done,pentacene_theta=34_a=8.5_b=5.4_cx=0_cy=0_cz=0.log
4,11.3,32,-56.01953457,-0.207761031,-13.1175205,-7.342242878,3,Done,pentacene_theta=32_a=4.0_b=11.3_cx=0_cy=0_cz=0.log
4.1,11.3,32,-56.46789925,-0.207761031,-13.0697011,-7.478243748,3,Done,pentacene_theta=32_a=4.1_b=11.3_cx=0_cy=0_cz=0.log
4.2,11.3,32,-56.03493617,-0.207761031,-12.66393493,-7.572886061,3,Done,pentacene_theta=32_a=4.2_b=11.3_cx=0_cy=0_cz=0.log
4,11.3,31,-56.39069669,-0.206233672,-13.33576973,-7.326672473,3,Done,pentacene_theta=31_a=4.0_b=11.3_cx=0_cy=0_cz=0.log
4.1,11.3,31,-56.60816154,-0.206233672,-13.11397004,-7.491938527,3,Done,pentacene_theta=31_a=4.1_b=11.3_cx=0_cy=0_cz=0.log
4.2,11.3,31,-56.03817161,-0.206233672,-12.58958504,-7.611633549,3,Done,pentacene_theta=31_a=4.2_b=11.3_cx=0_cy=0_cz=0.log
4.2,11.4,31,-55.54480819,-0.196001493,-12.58958504,-7.493408782,3,Done,pentacene_theta=31_a=4.2_b=11.4_cx=0_cy=0_cz=0.log
4.2,11.5,31,-54.90649247,-0.18637298,-12.58958504,-7.338644109,3,Done,pentacene_theta=31_a=4.2_b=11.5_cx=0_cy=0_cz=0.log
4,11.2,33,-55.57354313,-0.219508018,-12.80169471,-7.382784417,3,Done,pentacene_theta=33_a=4.0_b=11.2_cx=0_cy=0_cz=0.log
4.1,11.2,33,-56.49338243,-0.219508018,-12.95667839,-7.535252404,3,Done,pentacene_theta=33_a=4.1_b=11.2_cx=0_cy=0_cz=0.log
4.2,11.2,33,-56.40770472,-0.219508018,-12.69406671,-7.645138818,3,Done,pentacene_theta=33_a=4.2_b=11.2_cx=0_cy=0_cz=0.log
7.2,6.3,32,-67.11227733,-6.53362157,-1.153732356,-12.93439237,3,Done,pentacene_theta=32_a=7.2_b=6.3_cx=0_cy=0_cz=0.log
7.3,6.3,32,-67.68159205,-6.53362157,-1.072878947,-13.11714775,3,Done,pentacene_theta=32_a=7.3_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.3,32,-67.78568341,-6.53362157,-0.997665599,-13.18077727,3,Done,pentacene_theta=32_a=7.4_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.4,32,-66.96369551,-6.007981543,-0.997665599,-13.23810031,3,Done,pentacene_theta=32_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
7.4,6.5,32,-65.95791747,-5.515079968,-0.997665599,-13.23310658,3,Done,pentacene_theta=32_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.2,6.3,31,-68.34260858,-6.786910961,-1.106301385,-13.13904597,3,Done,pentacene_theta=31_a=7.2_b=6.3_cx=0_cy=0_cz=0.log
7.3,6.3,31,-68.66545745,-6.786910961,-1.027655557,-13.2590811,3,Done,pentacene_theta=31_a=7.3_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.3,31,-68.55281439,-6.786910961,-0.954794116,-13.26735106,3,Done,pentacene_theta=31_a=7.4_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.4,31,-67.52341435,-6.244822643,-0.954794116,-13.28104521,3,Done,pentacene_theta=31_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
7.4,6.5,31,-66.33778943,-5.733468509,-0.954794116,-13.24031605,3,Done,pentacene_theta=31_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.2,6.4,33,-65.7889993,-5.77246198,-1.202391991,-12.95982284,3,Done,pentacene_theta=33_a=7.2_b=6.4_cx=0_cy=0_cz=0.log
7.3,6.4,33,-66.26296514,-5.77246198,-1.119305902,-13.11985734,3,Done,pentacene_theta=33_a=7.3_b=6.4_cx=0_cy=0_cz=0.log
7.4,6.4,33,-66.29004596,-5.77246198,-1.041829753,-13.16536562,3,Done,pentacene_theta=33_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
7.4,6.5,33,-65.48355505,-5.299837763,-1.041829753,-13.200055,3,Done,pentacene_theta=33_a=7.4_b=6.5_cx=0_cy=0_cz=0.log
7.4,6.6,33,-64.5018031,-4.861127952,-1.041829753,-13.17397192,3,Done,pentacene_theta=33_a=7.4_b=6.6_cx=0_cy=0_cz=0.log
7.2,6.4,34,-64.60466579,-5.541587873,-1.252821205,-12.75396191,3,Done,pentacene_theta=34_a=7.2_b=6.4_cx=0_cy=0_cz=0.log
7.3,6.4,34,-65.29500461,-5.541587873,-1.166799624,-12.9695574,3,Done,pentacene_theta=34_a=7.3_b=6.4_cx=0_cy=0_cz=0.log
7.4,6.4,34,-65.51597096,-5.541587873,-1.087070713,-13.06466345,3,Done,pentacene_theta=34_a=7.4_b=6.4_cx=0_cy=0_cz=0.log
8,5.5,31,-71.1181217,-10.70044798,-0.627363163,-12.11562485,3,Done,pentacene_theta=31_a=8.0_b=5.5_cx=0_cy=0_cz=0.log
8,5.6,31,-71.36543469,-10.54770138,-0.627363163,-12.2538264,3,Done,pentacene_theta=31_a=8.0_b=5.6_cx=0_cy=0_cz=0.log
8,5.7,31,-70.98012096,-10.18880708,-0.627363163,-12.33694512,3,Done,pentacene_theta=31_a=8.0_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.7,31,-70.20110745,-10.18880708,-0.586317734,-12.16271446,3,Done,pentacene_theta=31_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.7,31,-69.22064065,-10.18880708,-0.548579282,-11.93646698,3,Done,pentacene_theta=31_a=8.2_b=5.7_cx=0_cy=0_cz=0.log
8.3,5.3,33,-68.45308548,-10.81026663,-0.565564723,-11.42535569,3,Done,pentacene_theta=33_a=8.3_b=5.3_cx=0_cy=0_cz=0.log
8.3,5.4,33,-69.21478473,-10.84958138,-0.565564723,-11.59612313,3,Done,pentacene_theta=33_a=8.3_b=5.4_cx=0_cy=0_cz=0.log
8.3,5.5,33,-69.23895892,-10.62807161,-0.565564723,-11.71292156,3,Done,pentacene_theta=33_a=8.3_b=5.5_cx=0_cy=0_cz=0.log
8.1,5.4,32,-69.85517374,-10.78136477,-0.61496984,-11.76562613,3,Done,pentacene_theta=32_a=8.1_b=5.4_cx=0_cy=0_cz=0.log
8.1,5.5,32,-70.48939433,-10.72034382,-0.61496984,-11.95469176,3,Done,pentacene_theta=32_a=8.1_b=5.5_cx=0_cy=0_cz=0.log
8.1,5.6,32,-70.42348194,-10.42626941,-0.61496984,-12.08525086,3,Done,pentacene_theta=32_a=8.1_b=5.6_cx=0_cy=0_cz=0.log
8.4,5.3,34,-68.1018719,-10.9359688,-0.555980135,-11.27949351,3,Done,pentacene_theta=34_a=8.4_b=5.3_cx=0_cy=0_cz=0.log
8.4,5.4,34,-68.46321349,-10.79495664,-0.555980135,-11.44033499,3,Done,pentacene_theta=34_a=8.4_b=5.4_cx=0_cy=0_cz=0.log
8.4,5.5,34,-68.21564824,-10.45584145,-0.555980135,-11.54800127,3,Done,pentacene_theta=34_a=8.4_b=5.5_cx=0_cy=0_cz=0.log
8.5,5.5,34,-67.52848965,-10.45584145,-0.522102125,-11.39315063,3,Done,pentacene_theta=34_a=8.5_b=5.5_cx=0_cy=0_cz=0.log
8.6,5.5,34,-66.63976983,-10.45584145,-0.490693995,-11.18667474,3,Done,pentacene_theta=34_a=8.6_b=5.5_cx=0_cy=0_cz=0.log
4,11.2,32,-56.08121629,-0.218609424,-13.1175205,-7.352239113,3,Done,pentacene_theta=32_a=4.0_b=11.2_cx=0_cy=0_cz=0.log
4.1,11.2,32,-56.72231439,-0.218609424,-13.0697011,-7.536423338,3,Done,pentacene_theta=32_a=4.1_b=11.2_cx=0_cy=0_cz=0.log
4.2,11.2,32,-56.45981315,-0.218609424,-12.66393493,-7.67368111,3,Done,pentacene_theta=32_a=4.2_b=11.2_cx=0_cy=0_cz=0.log
4,11.2,31,-56.31798836,-0.217127245,-13.33576973,-7.303048604,3,Done,pentacene_theta=31_a=4.0_b=11.2_cx=0_cy=0_cz=0.log
4.1,11.2,31,-56.7441555,-0.217127245,-13.11397004,-7.520490232,3,Done,pentacene_theta=31_a=4.1_b=11.2_cx=0_cy=0_cz=0.log
4.2,11.2,31,-56.36040051,-0.217127245,-12.58958504,-7.686743986,3,Done,pentacene_theta=31_a=4.2_b=11.2_cx=0_cy=0_cz=0.log
4,11.1,33,-55.54404012,-0.230980156,-12.80169471,-7.369672595,3,Done,pentacene_theta=33_a=4.0_b=11.1_cx=0_cy=0_cz=0.log
4.1,11.1,33,-56.66645973,-0.230980156,-12.95667839,-7.57278566,3,Done,pentacene_theta=33_a=4.1_b=11.1_cx=0_cy=0_cz=0.log
4.2,11.1,33,-56.76107317,-0.230980156,-12.69406671,-7.727744862,3,Done,pentacene_theta=33_a=4.2_b=11.1_cx=0_cy=0_cz=0.log
7.3,6.2,32,-67.96739525,-7.087868522,-1.072878947,-12.91147508,3,Done,pentacene_theta=32_a=7.3_b=6.2_cx=0_cy=0_cz=0.log
7.4,6.2,32,-68.37961912,-7.087868522,-0.997665599,-13.05213772,3,Done,pentacene_theta=32_a=7.4_b=6.2_cx=0_cy=0_cz=0.log
7.5,6.2,32,-68.37005085,-7.087868522,-0.928333274,-13.08441181,3,Done,pentacene_theta=32_a=7.5_b=6.2_cx=0_cy=0_cz=0.log
7.5,6.3,32,-67.51165733,-6.53362157,-0.928333274,-13.14693691,3,Done,pentacene_theta=32_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.4,32,-66.46297516,-6.007981543,-0.928333274,-13.14758638,3,Done,pentacene_theta=32_a=7.5_b=6.4_cx=0_cy=0_cz=0.log
7.2,6.2,31,-68.57519892,-7.35569481,-1.106301385,-12.91280163,3,Done,pentacene_theta=31_a=7.2_b=6.2_cx=0_cy=0_cz=0.log
7.3,6.2,31,-69.22017127,-7.35569481,-1.027655557,-13.11336763,3,Done,pentacene_theta=31_a=7.3_b=6.2_cx=0_cy=0_cz=0.log
7.4,6.2,31,-69.38408944,-7.35569481,-0.954794116,-13.1907779,3,Done,pentacene_theta=31_a=7.4_b=6.2_cx=0_cy=0_cz=0.log
7.3,6.3,34,-65.31447373,-6.027464474,-1.166799624,-12.73148638,3,Done,pentacene_theta=34_a=7.3_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.3,34,-65.86176034,-6.027464474,-1.087070713,-12.90817249,3,Done,pentacene_theta=34_a=7.4_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.3,34,-65.98107509,-6.027464474,-1.012920367,-12.97507635,3,Done,pentacene_theta=34_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.4,34,-65.35268783,-5.541587873,-1.012920367,-13.06091784,3,Done,pentacene_theta=34_a=7.5_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.5,34,-64.51681314,-5.089057154,-1.012920367,-13.07821452,3,Done,pentacene_theta=34_a=7.5_b=6.5_cx=0_cy=0_cz=0.log
7.3,6.3,33,-66.55827385,-6.279299297,-1.119305902,-12.94026586,3,Done,pentacene_theta=33_a=7.3_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.3,33,-66.88343698,-6.279299297,-1.041829753,-13.06029472,3,Done,pentacene_theta=33_a=7.4_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.3,33,-66.80421761,-6.279299297,-0.969962287,-13.07642361,3,Done,pentacene_theta=33_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.5,6.4,33,-65.95574628,-5.77246198,-0.969962287,-13.11772444,3,Done,pentacene_theta=33_a=7.5_b=6.4_cx=0_cy=0_cz=0.log
7.5,6.5,33,-64.93213189,-5.299837763,-0.969962287,-13.09813295,3,Done,pentacene_theta=33_a=7.5_b=6.5_cx=0_cy=0_cz=0.log
7.9,5.5,31,-71.13605343,-10.70044798,-0.67176828,-12.09790522,3,Done,pentacene_theta=31_a=7.9_b=5.5_cx=0_cy=0_cz=0.log
7.9,5.6,31,-71.65842413,-10.54770138,-0.67176828,-12.3048712,3,Done,pentacene_theta=31_a=7.9_b=5.6_cx=0_cy=0_cz=0.log
7.9,5.7,31,-71.51480215,-10.18880708,-0.67176828,-12.44841286,3,Done,pentacene_theta=31_a=7.9_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.4,33,-69.37534195,-10.84958138,-0.60338977,-11.61734991,3,Done,pentacene_theta=33_a=8.2_b=5.4_cx=0_cy=0_cz=0.log
8.2,5.5,33,-69.65025659,-10.62807161,-0.60338977,-11.79683346,3,Done,pentacene_theta=33_a=8.2_b=5.5_cx=0_cy=0_cz=0.log
8.2,5.6,33,-69.34470942,-10.23209523,-0.60338977,-11.91843485,3,Done,pentacene_theta=33_a=8.2_b=5.6_cx=0_cy=0_cz=0.log
8.3,5.6,33,-68.71234249,-10.23209523,-0.565564723,-11.77925565,3,Done,pentacene_theta=33_a=8.3_b=5.6_cx=0_cy=0_cz=0.log
8.4,5.6,33,-67.8637306,-10.23209523,-0.530508249,-11.58463091,3,Done,pentacene_theta=33_a=8.4_b=5.6_cx=0_cy=0_cz=0.log
8.3,5.3,34,-68.0311967,-10.9359688,-0.592467332,-11.24358111,3,Done,pentacene_theta=34_a=8.3_b=5.3_cx=0_cy=0_cz=0.log
8.3,5.4,34,-68.66591679,-10.79495664,-0.592467332,-11.47276721,3,Done,pentacene_theta=34_a=8.3_b=5.4_cx=0_cy=0_cz=0.log
8.3,5.5,34,-68.66178275,-10.45584145,-0.592467332,-11.6412913,3,Done,pentacene_theta=34_a=8.3_b=5.5_cx=0_cy=0_cz=0.log
8,5.4,32,-69.62163209,-10.78136477,-0.65761542,-11.68591793,3,Done,pentacene_theta=32_a=8.0_b=5.4_cx=0_cy=0_cz=0.log
8,5.5,32,-70.55660066,-10.72034382,-0.65761542,-11.95017055,3,Done,pentacene_theta=32_a=8.0_b=5.5_cx=0_cy=0_cz=0.log
8,5.6,32,-70.75843423,-10.42626941,-0.65761542,-12.14766614,3,Done,pentacene_theta=32_a=8.0_b=5.6_cx=0_cy=0_cz=0.log
4,11.1,32,-55.90525496,-0.230156863,-13.1175205,-7.30247506,3,Done,pentacene_theta=32_a=4.0_b=11.1_cx=0_cy=0_cz=0.log
4.1,11.1,32,-56.76568035,-0.230156863,-13.0697011,-7.541491109,3,Done,pentacene_theta=32_a=4.1_b=11.1_cx=0_cy=0_cz=0.log
4.2,11.1,32,-56.69997378,-0.230156863,-12.66393493,-7.727947548,3,Done,pentacene_theta=32_a=4.2_b=11.1_cx=0_cy=0_cz=0.log
4,11.1,31,-55.99601298,-0.228714845,-13.33576973,-7.216760959,3,Done,pentacene_theta=31_a=4.0_b=11.1_cx=0_cy=0_cz=0.log
4.1,11.1,31,-56.65720772,-0.228714845,-13.11397004,-7.492959485,3,Done,pentacene_theta=31_a=4.1_b=11.1_cx=0_cy=0_cz=0.log
4.2,11.1,31,-56.48586486,-0.228714845,-12.58958504,-7.712316274,3,Done,pentacene_theta=31_a=4.2_b=11.1_cx=0_cy=0_cz=0.log
4.1,11,33,-56.61431867,-0.243182715,-12.95667839,-7.553649115,3,Done,pentacene_theta=33_a=4.1_b=11.0_cx=0_cy=0_cz=0.log
4.2,11,33,-56.91603049,-0.243182715,-12.69406671,-7.760382912,3,Done,pentacene_theta=33_a=4.2_b=11.0_cx=0_cy=0_cz=0.log
4.3,11,33,-56.47999889,-0.243182715,-12.1636325,-7.916592114,3,Done,pentacene_theta=33_a=4.3_b=11.0_cx=0_cy=0_cz=0.log
4.3,11.2,33,-55.63039052,-0.219508018,-12.1636325,-7.716027368,3,Done,pentacene_theta=33_a=4.3_b=11.2_cx=0_cy=0_cz=0.log
7.3,6.1,32,-67.94050519,-7.666263315,-1.072878947,-12.61555517,3,Done,pentacene_theta=32_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.4,6.1,32,-68.70156689,-7.666263315,-0.997665599,-12.84342727,3,Done,pentacene_theta=32_a=7.4_b=6.1_cx=0_cy=0_cz=0.log
7.5,6.1,32,-68.99581888,-7.666263315,-0.928333274,-12.95165643,3,Done,pentacene_theta=32_a=7.5_b=6.1_cx=0_cy=0_cz=0.log
7.3,6.1,31,-69.49251563,-7.945668417,-1.027655557,-12.88646692,3,Done,pentacene_theta=31_a=7.3_b=6.1_cx=0_cy=0_cz=0.log
7.4,6.1,31,-69.97267624,-7.945668417,-0.954794116,-13.04293779,3,Done,pentacene_theta=31_a=7.4_b=6.1_cx=0_cy=0_cz=0.log
7.5,6.1,31,-70.01670988,-7.945668417,-0.888493919,-13.0870963,3,Done,pentacene_theta=31_a=7.5_b=6.1_cx=0_cy=0_cz=0.log
7.5,6.2,31,-69.15645391,-7.35569481,-0.888493919,-13.16701911,3,Done,pentacene_theta=31_a=7.5_b=6.2_cx=0_cy=0_cz=0.log
7.5,6.3,31,-68.09132094,-6.786910961,-0.888493919,-13.1851278,3,Done,pentacene_theta=31_a=7.5_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.2,34,-65.92261877,-6.547857261,-1.087070713,-12.66319071,3,Done,pentacene_theta=34_a=7.4_b=6.2_cx=0_cy=0_cz=0.log
7.5,6.2,34,-66.36590941,-6.547857261,-1.012920367,-12.81108854,3,Done,pentacene_theta=34_a=7.5_b=6.2_cx=0_cy=0_cz=0.log
7.6,6.2,34,-66.41439334,-6.547857261,-0.944180411,-12.8575795,3,Done,pentacene_theta=34_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.6,6.3,34,-65.74860021,-6.027464474,-0.944180411,-12.95132761,3,Done,pentacene_theta=34_a=7.6_b=6.3_cx=0_cy=0_cz=0.log
7.6,6.4,34,-64.87906839,-5.541587873,-0.944180411,-12.97688295,3,Done,pentacene_theta=34_a=7.6_b=6.4_cx=0_cy=0_cz=0.log
7.3,6.2,33,-66.55655698,-6.817867284,-1.119305902,-12.67055265,3,Done,pentacene_theta=33_a=7.3_b=6.2_cx=0_cy=0_cz=0.log
7.4,6.2,33,-67.22076879,-6.817867284,-1.041829753,-12.87534368,3,Done,pentacene_theta=33_a=7.4_b=6.2_cx=0_cy=0_cz=0.log
7.5,6.2,33,-67.43628082,-6.817867284,-0.969962287,-12.96515542,3,Done,pentacene_theta=33_a=7.5_b=6.2_cx=0_cy=0_cz=0.log
7.8,5.5,31,-70.77303638,-10.70044798,-0.719730125,-11.98317004,3,Done,pentacene_theta=31_a=7.8_b=5.5_cx=0_cy=0_cz=0.log
7.8,5.6,31,-71.61582624,-10.54770138,-0.719730125,-12.27024081,3,Done,pentacene_theta=31_a=7.8_b=5.6_cx=0_cy=0_cz=0.log
7.8,5.7,31,-71.75653657,-10.18880708,-0.719730125,-12.48486554,3,Done,pentacene_theta=31_a=7.8_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.4,33,-69.19739266,-10.84958138,-0.644395039,-11.55235995,3,Done,pentacene_theta=33_a=8.1_b=5.4_cx=0_cy=0_cz=0.log
8.1,5.5,33,-69.76552766,-10.62807161,-0.644395039,-11.80514859,3,Done,pentacene_theta=33_a=8.1_b=5.5_cx=0_cy=0_cz=0.log
8.1,5.6,33,-69.72102967,-10.23209523,-0.644395039,-11.99201228,3,Done,pentacene_theta=33_a=8.1_b=5.6_cx=0_cy=0_cz=0.log
7.9,5.5,32,-70.26371162,-10.72034382,-0.703643278,-11.85393436,3,Done,pentacene_theta=32_a=7.9_b=5.5_cx=0_cy=0_cz=0.log
7.9,5.6,32,-70.77706374,-10.42626941,-0.703643278,-12.12930959,3,Done,pentacene_theta=32_a=7.9_b=5.6_cx=0_cy=0_cz=0.log
7.9,5.7,32,-70.70132078,-9.980137413,-0.703643278,-12.33343985,3,Done,pentacene_theta=32_a=7.9_b=5.7_cx=0_cy=0_cz=0.log
8,5.7,32,-70.40612752,-9.980137413,-0.65761542,-12.28265546,3,Done,pentacene_theta=32_a=8.0_b=5.7_cx=0_cy=0_cz=0.log
8.1,5.7,32,-69.83558539,-9.980137413,-0.61496984,-12.16134272,3,Done,pentacene_theta=32_a=8.1_b=5.7_cx=0_cy=0_cz=0.log
8.2,5.3,34,-67.59219823,-10.9359688,-0.63192014,-11.11410509,3,Done,pentacene_theta=34_a=8.2_b=5.3_cx=0_cy=0_cz=0.log
8.2,5.4,34,-68.54463417,-10.79495664,-0.63192014,-11.42272015,3,Done,pentacene_theta=34_a=8.2_b=5.4_cx=0_cy=0_cz=0.log
8.2,5.5,34,-68.82570092,-10.45584145,-0.63192014,-11.66254443,3,Done,pentacene_theta=34_a=8.2_b=5.5_cx=0_cy=0_cz=0.log
4,11,32,-55.46437647,-0.242446019,-13.1175205,-7.18611086,3,Done,pentacene_theta=32_a=4.0_b=11.0_cx=0_cy=0_cz=0.log
4.1,11,32,-56.57120245,-0.242446019,-13.0697011,-7.486727056,3,Done,pentacene_theta=32_a=4.1_b=11.0_cx=0_cy=0_cz=0.log
4.2,11,32,-56.72908774,-0.242446019,-12.66393493,-7.729081458,3,Done,pentacene_theta=32_a=4.2_b=11.0_cx=0_cy=0_cz=0.log
4.2,11.5,34,-53.96237857,-0.189563241,-12.67055391,-7.060536069,3,Done,pentacene_theta=34_a=4.2_b=11.5_cx=0_cy=0_cz=0.log
4.1,11.4,34,-54.91242369,-0.199054957,-12.76490004,-7.246128427,3,Done,pentacene_theta=34_a=4.1_b=11.4_cx=0_cy=0_cz=0.log
4.1,11.5,34,-54.15125406,-0.189563241,-12.76490004,-7.060581877,3,Done,pentacene_theta=34_a=4.1_b=11.5_cx=0_cy=0_cz=0.log
4.1,11.6,34,-53.29435904,-0.180618713,-12.76490004,-6.850830385,3,Done,pentacene_theta=34_a=4.1_b=11.6_cx=0_cy=0_cz=0.log
4.2,11.4,34,-54.81201456,-0.199054957,-12.67055391,-7.268199209,3,Done,pentacene_theta=34_a=4.2_b=11.4_cx=0_cy=0_cz=0.log
4.2,11.6,34,-53.03771498,-0.180618713,-12.67055391,-6.833842434,3,Done,pentacene_theta=34_a=4.2_b=11.6_cx=0_cy=0_cz=0.log
4.3,11.4,34,-53.96742124,-0.199054957,-12.25311794,-7.265768862,3,Done,pentacene_theta=34_a=4.3_b=11.4_cx=0_cy=0_cz=0.log
4.3,11.5,34,-53.04655785,-0.189563241,-12.25311794,-7.040298872,3,Done,pentacene_theta=34_a=4.3_b=11.5_cx=0_cy=0_cz=0.log
4.3,11.6,34,-52.06867137,-0.180618713,-12.25311794,-6.800299515,3,Done,pentacene_theta=34_a=4.3_b=11.6_cx=0_cy=0_cz=0.log
7.4,6,32,-68.70451619,-8.262006248,-0.997665599,-12.54629312,3,Done,pentacene_theta=32_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.5,6,32,-69.34300761,-8.262006248,-0.928333274,-12.74058214,3,Done,pentacene_theta=32_a=7.5_b=6.0_cx=0_cy=0_cz=0.log
7.6,6,32,-69.54929023,-8.262006248,-0.865297384,-12.82367074,3,Done,pentacene_theta=32_a=7.6_b=6.0_cx=0_cy=0_cz=0.log
7.6,6.1,32,-68.90235252,-7.666263315,-0.865297384,-12.95980778,3,Done,pentacene_theta=32_a=7.6_b=6.1_cx=0_cy=0_cz=0.log
7.6,6.2,32,-68.01572356,-7.087868522,-0.865297384,-13.02734794,3,Done,pentacene_theta=32_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.5,6.1,34,-66.45975478,-7.097518371,-1.012920367,-12.55971933,3,Done,pentacene_theta=34_a=7.5_b=6.1_cx=0_cy=0_cz=0.log
7.6,6.1,34,-66.8301413,-7.097518371,-0.944180411,-12.68668594,3,Done,pentacene_theta=34_a=7.6_b=6.1_cx=0_cy=0_cz=0.log
7.7,6.1,34,-66.83096962,-7.097518371,-0.881457022,-12.71825471,3,Done,pentacene_theta=34_a=7.7_b=6.1_cx=0_cy=0_cz=0.log
7.7,6.2,34,-66.13584667,-6.547857261,-0.881457022,-12.81930453,3,Done,pentacene_theta=34_a=7.7_b=6.2_cx=0_cy=0_cz=0.log
7.7,6.3,34,-65.2299908,-6.027464474,-0.881457022,-12.85303695,3,Done,pentacene_theta=34_a=7.7_b=6.3_cx=0_cy=0_cz=0.log
7.4,6.1,33,-67.2538712,-7.382306254,-1.041829753,-12.6013998,3,Done,pentacene_theta=33_a=7.4_b=6.1_cx=0_cy=0_cz=0.log
7.5,6.1,33,-67.80485259,-7.382306254,-0.969962287,-12.77507888,3,Done,pentacene_theta=33_a=7.5_b=6.1_cx=0_cy=0_cz=0.log
7.6,6.1,33,-67.94135609,-7.382306254,-0.904044872,-12.84216346,3,Done,pentacene_theta=33_a=7.6_b=6.1_cx=0_cy=0_cz=0.log
7.6,6.2,33,-67.28093696,-6.817867284,-0.904044872,-12.95927816,3,Done,pentacene_theta=33_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.6,6.3,33,-66.39631603,-6.279299297,-0.904044872,-13.00740692,3,Done,pentacene_theta=33_a=7.6_b=6.3_cx=0_cy=0_cz=0.log
7.4,6,31,-70.2637204,-8.545693479,-0.954794116,-12.8156863,3,Done,pentacene_theta=31_a=7.4_b=6.0_cx=0_cy=0_cz=0.log
7.5,6,31,-70.61873042,-8.545693479,-0.888493919,-12.93758891,3,Done,pentacene_theta=31_a=7.5_b=6.0_cx=0_cy=0_cz=0.log
7.6,6,31,-70.56919729,-8.545693479,-0.82771581,-12.95559468,3,Done,pentacene_theta=31_a=7.6_b=6.0_cx=0_cy=0_cz=0.log
7.6,6.1,31,-69.70016873,-7.945668417,-0.82771581,-13.03835007,3,Done,pentacene_theta=31_a=7.6_b=6.1_cx=0_cy=0_cz=0.log
7.6,6.2,31,-68.61008095,-7.35569481,-0.82771581,-13.06081493,3,Done,pentacene_theta=31_a=7.6_b=6.2_cx=0_cy=0_cz=0.log
7.7,5.6,31,-71.18005819,-10.54770138,-0.771568726,-12.13537949,3,Done,pentacene_theta=31_a=7.7_b=5.6_cx=0_cy=0_cz=0.log
7.7,5.7,31,-71.65077604,-10.18880708,-0.771568726,-12.43250611,3,Done,pentacene_theta=31_a=7.7_b=5.7_cx=0_cy=0_cz=0.log
7.7,5.8,31,-71.55461892,-9.699909018,-0.771568726,-12.65291586,3,Done,pentacene_theta=31_a=7.7_b=5.8_cx=0_cy=0_cz=0.log
7.8,5.8,31,-71.36791461,-9.699909018,-0.719730125,-12.63215908,3,Done,pentacene_theta=31_a=7.8_b=5.8_cx=0_cy=0_cz=0.log
7.9,5.8,31,-70.87686042,-9.699909018,-0.67176828,-12.53337646,3,Done,pentacene_theta=31_a=7.9_b=5.8_cx=0_cy=0_cz=0.log
8,5.4,33,-68.63130836,-10.84958138,-0.688631984,-11.38872041,3,Done,pentacene_theta=33_a=8.0_b=5.4_cx=0_cy=0_cz=0.log
8,5.5,33,-69.53804023,-10.62807161,-0.688631984,-11.72615826,3,Done,pentacene_theta=33_a=8.0_b=5.5_cx=0_cy=0_cz=0.log
8,5.6,33,-69.79716672,-10.23209523,-0.688631984,-11.98892807,3,Done,pentacene_theta=33_a=8.0_b=5.6_cx=0_cy=0_cz=0.log
7.8,5.5,32,-69.55560423,-10.72034382,-0.753283084,-11.65208761,3,Done,pentacene_theta=32_a=7.8_b=5.5_cx=0_cy=0_cz=0.log
